credit_card,stud_loan,medical_exp,employment,income,marital_status,auto_insurance,children,age,gender,housing,health_status,work_hours,social_security
0,5,5,27.7,9813,4,25,2,45,2,5,3,3,5
0,5,5,4.4,7500,2,230,3,27,2,5,3,30,5
0,5,5,0.0,32400,4,0,0,54,2,5,5,0,5
0,5,5,0.0,8088,2,0,2,33,2,5,3,0,1
1,5,5,52.0,104402,1,1600,0,71,1,1,3,10,1
0,5,5,0.0,7200,4,30,0,46,2,1,3,0,1
1,1,5,0.0,27984,1,107,2,35,1,1,3,0,1
1,5,5,49.0,78650,4,400,0,53,1,1,1,40,5
1,5,1,0.0,13578,4,0,0,79,2,5,3,0,1
0,5,5,0.0,0,2,250,0,24,2,5,5,0,5
1,1,5,52.0,131000,1,136,3,36,1,1,2,45,5
0,5,5,0.0,66600,4,700,0,73,1,1,1,0,1
0,1,5,52.0,35000,2,180,0,26,2,5,1,35,5
0,5,5,8.0,106110,1,1000,0,83,1,1,1,38,1
0,5,5,0.0,89820,3,750,0,82,2,1,2,0,1
1,1,5,47.7,127118,1,1800,0,54,1,1,2,48,5
0,5,5,51.0,42000,2,0,0,24,1,1,3,45,5
1,5,5,48.8,25150,2,600,0,21,1,5,1,50,5
0,5,5,1.0,31480,5,700,1,29,2,1,1,10,1
0,5,5,40.3,2000,4,160,1,26,2,8,3,40,5
0,5,5,18.0,1870,2,130,1,23,2,8,4,40,5
1,5,1,40.1,58000,1,200,2,43,1,5,3,40,5
0,5,5,49.0,76000,4,650,0,58,1,1,2,50,5
0,5,5,52.0,20000,2,0,1,22,1,5,2,40,5
1,1,5,50.0,99000,1,83,1,48,1,1,3,40,5
1,5,5,49.0,140100,1,146,2,36,1,1,1,45,5
1,1,1,50.8,94824,2,550,0,36,2,1,1,40,5
0,1,5,52.0,412000,1,6000,0,54,1,1,3,55,5
1,5,1,40.0,46810,5,150,0,39,2,1,4,24,5
1,1,5,48.0,73321,2,1,0,30,2,1,2,40,5
1,5,5,52.0,155000,2,1600,0,41,1,1,1,110,5
1,5,5,48.4,129070,1,1300,2,40,1,1,3,50,5
0,1,5,45.0,132200,2,850,0,43,2,1,3,60,5
0,5,5,52.0,302000,1,2000,0,63,1,1,2,40,5
0,5,5,50.0,35000,5,1074,0,56,1,1,3,45,5
1,5,5,45.2,90050,5,1200,3,51,1,1,2,40,5
0,5,5,48.0,65011,4,261,1,58,1,5,2,40,5
1,5,5,48.0,138700,1,700,0,37,1,1,3,40,5
0,5,5,49.0,179300,1,3400,3,53,1,1,2,50,5
1,1,5,36.8,19800,2,80,0,21,1,1,3,32,8
0,5,5,48.0,168400,1,110,1,37,1,1,2,70,5
1,5,5,46.0,139530,4,80,1,44,2,5,1,55,5
0,5,5,49.0,45000,1,104,2,35,1,1,2,50,5
1,5,5,47.0,212000,1,1500,0,65,1,1,2,45,5
1,1,5,52.0,113600,1,1200,3,45,1,5,1,55,5
1,1,5,50.6,76400,1,250,2,32,1,5,2,55,5
0,5,5,49.0,71000,2,400,1,59,2,5,3,35,5
0,5,5,49.0,161818,1,174,2,33,1,1,2,40,5
1,5,1,0.0,29553,4,98,0,39,2,5,5,0,1
0,5,5,21.7,55500,2,80,0,26,1,5,2,40,5
1,5,5,15.6,16666,2,0,2,24,2,5,3,40,5
0,5,5,52.0,111600,1,1000,2,41,1,1,2,45,5
0,5,5,50.0,148500,1,1600,0,61,1,1,2,60,5
1,1,5,45.7,58500,4,180,0,43,1,5,3,60,5
0,5,5,46.0,26675,1,40,0,52,1,5,2,39,5
0,5,5,0.0,35000,1,1400,0,75,1,1,5,0,1
1,5,5,48.0,223800,1,2400,2,45,1,1,1,45,5
0,5,5,51.4,16340,2,0,0,21,2,5,2,30,5
0,5,5,0.0,118678,1,3600,0,69,1,1,3,0,1
0,1,5,39.7,45030,2,104,1,30,1,1,3,50,5
0,5,5,0.0,185000,4,600,0,84,1,1,1,0,1
0,5,5,0.0,8448,4,0,0,81,2,5,4,0,1
0,5,5,0.0,0,2,0,0,52,1,5,3,0,5
1,5,5,52.0,39570,4,295,2,37,2,8,3,25,5
1,1,5,51.0,34300,2,0,0,29,1,5,1,48,5
0,1,1,52.0,96600,1,0,1,25,1,5,2,49,5
0,5,1,0.0,21550,1,0,0,66,1,1,3,0,1
1,1,5,51.0,112789,1,138,2,30,1,1,3,45,5
0,5,5,51.0,63590,1,207,3,28,1,1,3,45,5
0,5,5,16.0,10560,2,50,4,29,1,5,1,20,5
0,1,5,0.0,5490,5,0,1,40,2,8,5,0,5
1,5,5,49.0,26000,2,800,0,56,1,1,2,40,5
1,5,5,47.0,168403,2,2200,0,46,1,1,3,50,5
0,1,5,49.6,79863,2,250,0,37,1,1,2,40,5
0,5,5,52.0,10920,5,0,0,45,1,5,3,28,5
0,5,5,0.0,49974,1,1692,1,45,1,1,5,0,5
0,5,5,18.7,10025,2,0,0,33,2,5,3,25,5
0,1,5,49.0,21129,2,57,2,27,2,5,3,40,5
0,5,5,0.0,27110,2,0,1,38,2,8,4,0,5
0,5,5,51.0,20688,2,0,2,46,1,8,5,33,5
0,5,5,52.0,15000,5,900,0,50,2,1,3,38,5
0,5,1,0.0,23400,2,200,0,33,2,1,4,0,1
0,5,5,48.0,78050,2,200,0,52,1,5,1,40,5
0,5,1,37.0,22380,1,1200,3,32,1,5,3,20,5
0,5,5,50.0,43000,2,200,1,27,1,5,2,44,5
0,1,5,11.4,3600,2,999998,0,24,1,5,2,15,5
0,5,5,51.0,111000,1,150,2,30,1,5,2,40,5
1,5,5,44.7,79200,1,145,0,58,1,1,4,40,5
0,1,1,12.0,22200,5,80,0,58,2,8,3,40,5
0,5,5,42.3,51928,1,1916,0,63,1,1,5,20,5
0,5,5,0.0,8340,2,0,0,82,2,5,2,0,1
1,5,5,33.1,11326,2,0,0,20,1,8,3,25,5
0,5,5,49.6,240800,1,1400,2,37,1,1,3,80,5
0,5,5,52.0,27000,3,98,0,58,2,1,2,40,5
1,5,5,51.6,88604,1,1800,0,75,1,1,2,45,1
1,5,5,51.0,201060,1,900,2,35,1,1,1,50,5
0,1,1,52.0,17000,1,123,3,34,1,5,1,30,5
0,5,5,50.6,39150,2,97,0,33,1,5,2,65,5
0,5,5,26.3,45200,2,83,3,42,1,5,1,20,5
0,5,5,45.4,111050,2,1000,0,30,2,1,3,46,5
0,5,5,0.0,21600,1,325,1,55,1,1,5,0,1
1,1,5,48.0,335030,1,2000,3,38,1,1,1,40,5
0,1,5,50.6,82400,1,700,0,37,1,1,2,50,5
1,5,5,50.0,39146,2,125,2,27,2,5,1,45,5
1,5,5,52.0,45628,1,600,0,75,1,1,3,5,1
1,5,5,48.2,45153,4,86,2,46,2,1,2,40,5
0,1,1,51.0,27146,2,999999,1,32,2,5,1,40,5
1,5,5,48.0,147464,5,1200,2,47,2,1,2,48,1
0,1,5,48.6,46000,4,160,1,34,1,5,3,40,5
0,5,5,0.0,17750,1,0,2,75,1,5,5,0,5
0,5,5,52.0,2000,2,0,2,30,2,8,4,35,5
0,5,1,35.0,5164,2,60,1,31,2,5,5,3,5
1,5,5,43.5,73847,4,70,1,60,1,1,3,45,5
1,5,5,50.0,129500,1,600,0,53,1,1,1,50,5
0,5,5,51.6,23000,2,85,2,33,2,5,2,40,5
0,5,5,45.0,106510,1,1200,2,38,1,1,2,40,5
0,5,5,51.0,23000,2,102,0,54,2,5,3,36,5
1,1,5,49.0,135200,1,2400,1,41,1,1,2,50,5
1,1,5,49.6,130400,1,250,2,39,1,1,3,50,5
0,5,5,48.6,284848,1,2200,0,52,1,1,2,40,5
0,5,5,0.0,710,5,80,0,55,2,5,3,0,5
0,5,1,51.0,54550,2,163,2,31,2,5,2,60,5
0,5,5,0.0,17820,1,0,0,66,1,5,5,0,1
0,5,5,0.0,2100,4,0,0,58,1,5,3,0,5
0,1,5,43.0,106000,5,300,1,51,2,5,4,30,5
0,5,5,51.4,71500,1,4000,0,25,1,1,1,45,5
0,5,5,51.6,35880,4,0,0,40,1,5,2,60,5
0,5,5,52.0,63000,2,2400,1,48,2,1,1,48,5
1,1,5,0.0,80786,1,1000,0,58,1,1,3,0,5
0,5,5,0.0,208820,1,1500,0,77,1,1,1,0,1
0,5,5,48.0,133500,2,900,0,68,1,1,2,50,5
0,5,5,14.4,15200,2,0,0,32,1,5,4,32,5
1,5,5,51.0,35703,1,999999,2,63,1,1,3,40,5
1,5,5,48.8,94400,1,200,2,38,1,5,3,40,5
0,5,5,46.0,55000,4,186,0,42,2,5,1,40,5
0,1,5,49.0,32000,2,0,1,43,2,1,3,40,5
1,5,5,49.0,42000,2,190,0,25,2,5,4,48,5
1,5,5,46.0,128000,2,1054,0,30,1,1,2,40,5
1,5,5,51.0,135000,1,300,0,66,1,1,3,40,5
0,5,5,0.0,140000,1,3400,0,61,1,1,2,0,5
0,5,5,48.0,12450,2,0,2,35,2,5,4,25,5
0,5,5,47.0,222020,2,150,0,22,2,5,3,30,5
0,5,5,0.0,6458,2,0,3,23,2,5,1,0,5
1,5,1,49.0,46530,4,1200,0,74,2,1,2,9,1
1,1,5,0.0,36000,2,88,1,30,1,5,4,0,5
0,5,5,52.0,64900,1,1200,1,51,1,1,1,20,5
0,1,5,52.0,71020,2,1300,0,29,2,5,2,12,5
0,5,5,51.6,47100,1,70,2,30,1,5,1,40,5
0,5,5,51.0,105100,2,100,0,26,1,5,2,45,5
0,5,5,39.3,23818,2,400,1,25,1,8,4,40,5
0,1,5,51.4,40538,4,140,1,44,2,5,3,50,5
0,5,5,50.2,136000,2,1100,0,32,1,5,3,50,5
1,1,5,39.3,88500,1,85,1,36,1,1,2,38,5
0,1,1,38.0,88947,1,76,0,59,1,1,3,40,5
0,1,5,42.2,20960,2,0,0,23,1,5,1,44,5
0,5,1,36.0,6900,2,0,0,46,2,5,3,16,5
0,5,5,52.0,42906,1,999998,0,72,1,1,3,15,1
1,1,5,41.0,39772,4,140,2,34,2,5,2,38,5
0,5,5,50.0,190210,1,600,2,41,1,1,2,40,5
0,1,5,40.0,41300,2,800,0,28,2,5,1,54,5
1,5,5,51.0,210100,1,1000,2,45,1,1,1,50,5
1,5,5,0.0,11434,2,0,2,20,2,5,1,0,5
1,5,1,47.4,78105,4,750,0,60,1,1,5,40,5
0,1,5,52.0,41000,4,157,0,30,1,5,1,40,5
1,5,5,39.0,30000,4,117,0,44,1,5,1,40,1
1,1,5,47.0,47810,2,0,0,25,1,5,2,30,5
0,5,5,52.0,8000,2,0,3,46,1,5,1,35,5
1,1,5,51.2,138004,1,145,2,41,1,1,2,48,5
0,5,5,50.0,50000,2,75,0,29,1,5,2,50,5
1,5,5,51.0,30000,2,55,0,27,1,8,3,40,5
0,5,5,52.0,76578,1,120,0,54,1,1,3,56,5
0,5,5,0.0,9792,4,400,0,57,2,1,4,0,1
0,5,5,50.8,67500,1,140,2,39,1,5,3,45,5
1,5,1,37.8,94000,1,209,4,41,1,1,3,70,5
0,5,5,0.0,47820,5,150,0,64,1,5,2,0,1
1,5,5,52.0,106364,1,800,0,62,1,1,3,40,1
0,5,5,0.0,8520,4,116,0,61,2,5,4,0,1
0,5,5,50.8,67000,2,100,0,25,1,5,1,44,5
0,5,1,0.0,14500,3,52,0,52,2,5,2,0,5
0,5,5,0.0,21600,4,130,1,53,1,5,3,0,1
1,5,5,52.0,67541,1,3002,2,54,1,1,2,60,5
1,5,5,50.0,190000,4,650,0,55,2,1,1,57,5
1,1,5,49.0,52100,1,500,3,34,1,1,1,112,5
0,5,5,52.0,45608,1,220,0,48,1,1,4,12,5
0,5,5,49.0,26460,2,0,1,27,2,5,3,40,5
0,1,5,48.0,60521,1,156,4,26,1,5,3,45,5
1,5,1,0.0,22612,3,0,0,88,1,1,3,0,1
0,5,5,18.0,129100,4,900,0,72,2,1,2,50,1
1,5,5,50.6,109578,4,300,0,50,2,1,2,40,5
1,1,5,52.0,84120,2,170,1,27,1,5,4,80,5
1,5,5,48.0,45708,1,110,1,52,1,1,3,70,5
0,5,1,35.0,7600,2,0,0,20,1,8,3,30,5
0,5,5,0.0,19000,2,300,0,29,1,5,5,0,5
0,5,5,51.0,66000,1,1400,2,34,1,1,3,55,5
0,5,5,52.0,246100,1,330,0,56,1,1,3,40,5
0,5,5,51.0,44540,2,160,2,52,1,1,2,40,5
0,5,5,52.0,64000,4,122,2,46,2,5,1,40,5
0,5,5,51.0,76100,2,0,0,23,2,5,2,55,5
0,1,5,52.0,38490,2,56,2,34,2,5,3,40,5
0,5,5,48.8,62206,1,1288,1,41,1,1,3,42,5
0,5,1,49.0,8500,3,120,0,50,1,5,4,20,5
0,5,5,50.4,100100,1,300,2,52,1,1,2,50,5
1,1,5,50.0,90000,1,1100,0,45,1,1,2,40,5
0,5,5,51.0,14578,4,144,0,52,2,5,2,15,5
0,5,5,0.0,18000,1,999999,0,85,1,1,4,0,5
0,5,5,49.4,49020,1,540,0,56,1,1,1,32,5
0,5,5,47.6,13806,4,0,1,52,2,1,2,40,5
1,5,1,0.0,59660,5,1400,0,59,1,1,3,0,5
0,5,5,38.3,49300,2,90,0,28,2,5,2,25,5
1,1,5,0.0,29715,1,76,2,32,1,5,2,0,5
0,5,5,46.0,145700,1,600,2,40,1,1,2,40,5
0,5,5,0.0,17600,2,0,0,100,1,5,4,0,1
1,1,5,51.2,196256,1,1050,0,50,1,1,3,50,5
1,1,5,47.0,241026,1,254,0,55,1,1,2,20,5
1,1,5,51.0,55250,1,999998,3,34,1,8,1,50,5
1,1,5,52.0,52300,1,1800,2,44,1,1,1,30,5
1,5,5,50.0,150578,1,1100,0,46,1,1,2,40,5
0,5,1,0.0,45656,4,0,0,54,2,5,5,0,1
1,1,5,43.7,21000,2,68,0,36,2,5,2,50,5
0,5,5,13.0,7020,2,0,0,26,1,5,3,40,5
0,5,5,38.0,35600,2,0,1,34,1,1,1,42,5
0,5,5,44.8,127000,1,1440,0,55,1,1,1,40,5
0,5,5,50.2,42000,2,97,2,26,1,5,2,40,5
1,5,5,50.0,59919,1,1100,0,50,1,1,3,45,5
0,5,5,0.0,62201,3,999999,1,61,2,1,1,0,5
1,5,1,0.0,41300,1,304,1,60,1,1,4,0,1
0,5,5,51.8,120010,1,2000,3,43,1,1,2,60,5
0,5,5,7.6,17666,5,0,0,51,1,5,4,40,5
1,1,1,41.7,34200,4,90,1,31,2,5,3,40,5
0,5,5,0.0,57200,2,60,3,39,2,5,4,0,1
0,1,5,52.0,32000,5,60,2,35,2,5,1,40,5
1,5,5,51.0,70000,1,220,1,28,1,1,2,60,5
0,5,5,0.0,89170,2,1000,0,59,1,1,4,0,5
0,5,5,0.0,57600,1,1200,0,68,1,1,2,0,1
0,5,5,0.0,31400,3,170,2,59,2,1,4,0,5
0,5,5,52.0,91018,4,1960,0,81,2,1,2,21,1
1,1,5,0.0,8376,2,0,2,36,2,5,4,0,5
0,5,5,0.0,0,5,0,1,41,2,5,3,0,5
0,5,1,38.3,38602,4,40,0,46,1,5,1,40,5
0,5,5,0.0,32404,1,400,0,65,1,1,5,0,1
0,1,5,0.0,20472,1,35,6,37,2,8,2,0,5
1,5,1,50.6,73500,1,400,0,54,1,5,3,50,5
1,1,1,52.0,22000,2,0,3,34,1,5,3,30,5
0,5,5,52.0,214070,1,999999,1,33,1,1,3,50,5
0,5,5,52.0,45000,2,0,0,22,2,8,3,35,5
1,5,5,50.0,109300,1,2400,0,47,1,1,3,40,5
0,5,5,0.0,221525,1,1500,0,54,1,1,2,0,5
0,5,5,0.0,12060,1,0,0,49,1,5,3,0,1
0,1,5,50.2,67500,1,2100,0,25,1,5,1,40,5
0,5,5,35.6,17120,2,50,0,28,1,8,3,40,5
0,1,5,48.6,20803,4,55,1,43,2,5,2,30,5
0,5,5,0.0,8520,2,48,0,59,1,5,3,0,5
0,5,5,48.8,205575,1,480,0,56,1,1,1,40,5
1,5,5,46.0,27335,2,350,0,23,1,1,5,39,5
1,5,5,49.2,68000,1,104,2,38,1,5,3,42,5
1,1,1,50.6,50000,2,177,0,28,2,5,1,45,5
0,5,5,49.6,78522,1,1600,0,56,1,1,2,40,5
0,5,5,50.0,71220,1,800,1,48,1,1,2,48,5
1,5,1,52.0,40000,4,0,0,53,2,5,2,34,5
1,5,5,51.0,76100,1,150,0,53,1,1,2,50,5
0,5,5,51.0,-11500,1,250,1,44,1,1,3,40,5
0,5,5,0.0,60000,1,1400,0,63,1,1,2,0,1
0,5,5,45.7,9000,2,0,0,26,1,5,1,40,5
1,5,5,47.6,50400,1,940,0,60,1,1,3,40,5
1,5,5,17.4,78410,1,800,0,56,1,1,1,30,5
1,1,1,48.0,114236,1,300,1,55,1,1,2,40,5
1,5,5,49.0,132500,1,160,0,39,1,1,1,45,5
1,1,5,46.8,125000,1,1500,0,49,1,1,4,40,5
1,5,5,46.0,127220,1,1220,2,48,1,1,2,37,5
1,1,5,46.4,27001,4,130,3,27,2,5,2,40,5
0,5,5,47.2,95610,3,1400,0,66,2,1,2,40,5
0,5,5,50.6,69360,1,999999,0,51,1,1,2,40,5
0,5,5,46.6,107600,1,110,3,41,1,1,2,40,5
0,5,5,49.0,72000,2,0,0,55,2,1,1,40,5
1,1,5,51.0,13000,4,57,1,27,2,1,2,36,5
1,1,5,47.0,120100,1,65,2,34,1,5,2,40,5
0,5,5,1.4,4547,2,0,2,19,2,8,2,0,5
0,1,5,44.0,45735,2,40,1,24,1,5,3,40,5
0,5,5,51.0,134335,1,700,1,38,1,1,2,47,5
0,1,5,50.0,161800,1,5000,0,56,1,1,3,40,5
1,5,5,49.0,105060,1,100,0,61,1,1,2,50,5
1,5,5,0.0,47596,1,625,0,61,1,1,4,0,1
0,5,5,49.6,61000,5,900,0,48,1,5,3,55,5
0,1,5,6.0,72100,1,1800,3,46,1,1,1,40,5
1,5,5,50.0,60100,1,1000,2,33,1,1,1,40,5
0,1,5,50.0,72000,1,75,0,24,1,5,1,30,5
1,5,5,51.6,117976,1,107,1,48,1,1,2,40,5
0,5,5,29.3,16200,1,36,2,31,1,8,1,40,5
0,5,1,0.0,19840,1,420,0,66,1,5,4,0,1
0,5,5,0.0,9900,4,0,0,40,2,5,4,0,1
0,1,5,35.6,22561,2,45,2,37,2,5,2,36,5
0,5,5,0.0,33110,1,580,0,76,1,1,3,0,1
1,1,1,48.2,66150,1,220,3,32,1,1,2,45,5
1,5,5,0.0,18480,3,111,0,73,2,1,4,0,1
0,5,5,1.0,14287,2,2538,0,24,1,5,1,16,1
0,1,5,35.6,21011,4,0,1,44,2,1,2,20,5
1,1,5,43.7,41700,2,300,2,29,1,5,2,75,5
0,5,1,28.3,57675,4,115,0,50,2,1,3,50,5
1,5,5,0.0,18379,4,0,0,59,2,1,5,0,5
1,1,5,5.0,18613,2,118,3,28,2,5,4,20,1
1,5,1,38.3,24216,1,120,0,43,1,1,3,45,5
0,5,5,31.7,19367,2,0,1,25,2,5,3,40,5
0,5,5,49.6,85000,1,5000,0,27,1,1,1,40,5
0,5,1,52.0,85000,1,200,1,28,1,1,5,45,5
1,5,5,49.2,19304,2,839,0,27,2,5,1,20,5
0,1,5,51.0,12000,2,78,3,31,2,8,3,30,5
1,1,1,14.4,39000,1,0,3,24,1,5,2,40,5
0,5,5,0.0,27811,3,61,1,60,2,5,3,0,1
1,5,5,0.0,117468,1,120,0,55,1,5,4,0,5
1,5,5,0.0,21656,3,628,0,84,2,1,3,0,1
0,5,5,41.7,83400,4,700,0,63,1,1,2,40,5
0,5,5,52.0,13600,2,0,4,29,1,5,2,42,5
0,5,5,44.4,29618,5,67,1,22,2,5,1,40,5
0,5,1,0.0,8376,2,0,0,60,2,8,5,0,1
0,5,5,35.3,150800,1,1000,0,36,1,1,3,75,5
1,5,5,42.9,96520,4,100,0,48,1,1,4,60,5
0,5,5,48.0,26248,2,237,3,45,2,5,4,50,5
0,5,5,0.0,44490,4,60,0,70,2,1,3,0,1
0,5,5,0.0,0,2,0,0,55,1,5,4,0,5
1,5,5,46.0,77006,1,180,1,42,1,1,2,40,5
0,5,1,52.0,20663,2,53,1,28,2,8,2,80,1
0,5,5,0.0,0,2,800,3,26,2,8,2,0,5
0,1,5,48.0,65039,4,193,0,50,2,5,3,40,5
0,5,5,27.0,20655,1,150,5,30,1,5,1,45,5
1,5,5,50.0,128506,1,3000,0,65,1,1,1,50,5
0,5,5,39.0,24888,5,0,0,34,2,5,4,16,1
0,5,5,0.0,1800,2,0,2,22,1,5,2,0,5
0,5,5,45.8,71498,1,999999,0,67,2,1,2,41,5
1,5,5,47.2,81148,1,700,0,62,1,1,2,45,1
1,1,5,50.0,50000,2,150,1,27,2,1,2,40,5
0,5,5,52.0,90000,1,300,3,37,1,1,1,40,5
0,5,5,50.8,21429,2,70,0,19,2,5,3,60,5
1,5,5,48.0,94300,1,80,0,60,1,1,2,45,5
1,1,5,48.4,120000,2,0,0,31,1,5,2,40,5
0,1,5,50.0,87012,1,120,0,30,1,1,1,40,5
1,5,5,48.2,38909,2,360,0,36,1,5,1,40,5
0,5,5,39.0,104200,1,1200,0,63,1,1,5,20,1
0,5,5,13.0,10383,5,50,3,33,1,5,4,40,5
1,5,5,49.0,72020,1,300,1,46,1,1,1,50,5
0,5,5,47.7,78000,2,0,0,26,1,8,1,40,5
0,5,5,0.0,10732,2,150,3,30,2,5,3,0,5
1,5,5,47.0,149618,1,3700,0,54,1,1,1,40,5
0,5,5,50.0,228100,1,1200,0,56,1,1,3,50,5
1,5,5,49.0,95400,5,1200,0,59,1,1,1,40,5
0,5,5,52.0,28000,2,35,0,27,1,5,1,40,5
0,5,5,44.0,47220,2,110,2,35,2,1,4,40,1
1,5,5,0.0,46544,4,148,3,55,1,1,4,0,5
1,5,5,50.0,87109,1,140,0,55,1,1,3,40,5
1,1,1,48.8,72565,1,80,5,34,1,5,2,50,1
1,1,5,50.2,111900,2,151,1,34,1,1,3,45,5
1,5,5,51.0,138500,1,3160,1,59,1,1,3,35,5
1,5,5,45.7,191610,1,5000,1,57,1,1,1,40,5
0,5,5,51.4,25000,4,0,0,57,1,5,3,40,5
1,5,5,51.0,34803,2,93,0,26,1,5,1,50,5
0,5,5,0.0,20892,2,110,6,35,2,5,2,0,1
0,5,5,51.0,33122,4,1044,0,51,2,5,1,60,5
1,1,5,0.4,34000,2,0,0,49,2,5,2,0,5
1,5,5,48.0,37020,1,1200,0,62,1,1,2,48,5
0,5,5,50.0,83000,1,100,0,27,1,1,1,45,5
1,1,5,48.0,67168,1,180,0,35,1,1,1,48,5
0,5,5,43.8,249670,1,2000,0,64,1,1,1,30,5
0,5,5,52.0,50000,4,25,0,41,1,5,4,40,5
0,5,5,41.7,43225,1,233,2,49,1,1,3,48,5
0,5,5,0.0,22840,3,0,0,78,2,1,5,0,1
1,5,1,0.0,72700,1,0,0,79,1,1,3,0,1
0,5,5,0.0,46201,4,999999,0,70,2,1,3,0,1
0,5,5,47.0,204204,2,40,1,30,1,5,1,65,1
1,5,5,52.0,47500,2,520,1,53,2,1,2,30,1
0,5,5,52.0,28056,1,108,5,28,2,5,3,25,5
1,5,5,51.0,54384,4,590,0,68,2,1,2,36,5
0,5,5,50.0,63500,3,1078,0,66,2,1,2,20,1
0,5,5,6.7,26713,4,999998,2,55,2,5,3,26,5
0,5,5,0.0,12000,2,0,1,33,2,5,3,0,5
0,5,5,51.0,68002,1,80,0,35,1,5,2,42,5
0,1,5,16.0,2100,2,0,0,23,1,5,2,30,5
0,5,5,31.7,8442,2,999999,2,22,2,5,4,40,5
0,5,5,50.0,27600,1,1400,0,22,1,5,2,40,5
0,5,5,0.0,40000,4,1000,0,75,1,1,1,0,1
1,5,5,47.0,102967,1,1500,0,55,1,1,2,45,5
0,1,5,0.0,1200,5,0,0,42,2,8,3,0,5
0,5,5,26.0,7500,2,80,0,23,1,1,3,105,5
0,1,5,50.0,33000,1,140,1,26,1,1,3,40,5
0,5,5,51.0,28000,2,156,0,24,2,5,3,40,5
0,5,5,49.0,25600,1,100,2,42,1,1,3,40,5
0,5,5,51.0,91800,1,123,0,61,1,1,3,50,5
0,5,5,52.0,17000,2,0,0,51,1,5,4,35,5
1,1,5,0.0,25000,1,150,3,24,2,5,2,0,5
1,1,5,50.0,64020,2,1200,0,31,1,1,2,40,5
1,1,5,48.0,107248,1,320,2,47,1,1,2,45,5
0,5,5,42.3,203200,1,4300,0,53,1,1,1,40,5
1,5,5,49.6,290620,1,250,3,45,1,1,3,60,5
0,1,5,49.8,69000,1,175,0,24,1,5,2,48,5
0,1,5,49.2,60002,2,600,0,24,1,5,2,45,5
1,1,5,51.0,63000,1,217,0,25,1,5,2,40,5
1,5,5,0.0,43552,1,168,0,69,1,1,4,0,1
0,5,5,51.0,35820,2,102,0,71,2,1,4,35,1
0,5,5,50.4,14196,2,109,1,54,2,1,4,35,5
0,5,5,0.0,25169,1,0,0,87,1,5,3,0,1
1,1,5,52.0,100389,1,13000,0,53,1,1,1,40,5
1,5,5,51.4,27000,2,103,0,34,1,5,3,38,5
0,5,5,26.0,61000,2,200,0,35,1,1,2,84,5
0,5,5,0.0,0,2,0,0,28,2,8,3,0,5
0,5,5,50.0,70050,4,101,0,36,1,5,2,40,5
0,5,5,52.0,114224,1,999998,0,70,1,1,2,38,1
0,5,1,34.8,19300,2,0,3,32,1,5,3,40,5
0,5,5,0.0,7464,3,0,0,61,2,1,4,0,5
1,1,5,49.4,87000,1,157,0,28,1,1,2,40,5
0,5,5,0.0,114500,1,150,0,59,1,1,3,0,5
1,1,5,47.0,130038,2,1400,0,32,1,5,1,45,5
0,5,5,0.0,23450,3,1000,0,82,2,1,4,0,1
0,1,5,50.8,24118,2,200,0,33,1,5,2,40,5
1,1,5,50.0,113500,1,40,1,31,1,1,3,45,5
0,5,5,52.0,67600,4,1400,2,49,2,1,1,40,5
0,5,5,39.0,5000,2,0,0,24,1,5,1,22,5
0,5,5,38.2,33504,2,0,2,33,2,5,3,40,1
1,5,5,49.0,189100,1,3000,0,62,1,1,1,40,5
1,5,5,51.0,95306,1,150,3,36,1,5,2,50,5
0,5,5,0.0,16920,4,75,0,58,2,5,4,0,1
0,5,5,50.4,100014,1,130,2,45,1,1,3,60,5
0,5,5,0.0,30422,3,0,0,86,2,5,3,0,1
0,5,5,0.0,79866,1,1442,0,88,1,1,4,0,1
1,1,5,48.2,159020,1,180,3,38,1,1,2,50,5
1,5,5,50.0,92260,1,76,0,59,1,1,2,75,5
1,5,5,47.0,52777,3,650,0,56,2,1,1,38,5
0,1,5,43.0,122150,1,120,0,32,1,5,2,40,5
0,5,5,51.0,58750,1,180,1,51,1,5,2,10,5
0,1,5,10.0,13590,2,30,0,22,2,5,2,40,5
1,5,5,45.7,63779,1,1200,3,43,1,1,2,50,5
0,5,5,42.3,130330,1,2340,0,53,1,1,3,40,5
1,5,5,50.6,115250,1,2100,0,52,1,1,1,24,5
0,5,5,49.0,111406,1,1250,2,34,1,1,3,50,5
0,1,5,51.0,198107,1,940,2,46,1,1,3,48,5
0,5,1,51.0,41145,5,0,0,75,2,5,2,35,1
0,5,5,0.0,12152,2,0,1,30,2,5,2,0,1
0,5,1,48.4,57065,1,2500,0,52,1,1,2,52,5
0,5,5,0.0,16717,4,74,0,70,2,1,5,0,1
0,5,5,7.0,53249,2,1800,0,29,2,1,2,40,5
0,5,1,0.0,34999,3,800,0,64,2,1,3,0,1
0,5,1,0.0,14640,3,550,0,67,2,1,4,0,1
0,1,5,46.4,30000,2,40,2,30,2,1,1,40,5
0,5,5,48.0,285000,1,300,2,38,1,1,1,45,5
0,5,5,48.0,29788,2,51,5,30,2,5,4,34,5
1,5,5,0.0,58900,1,1800,0,70,1,1,3,0,1
0,5,5,0.0,13614,2,0,1,60,1,5,3,0,5
0,5,5,51.4,56500,1,380,2,27,1,5,2,80,5
0,5,5,47.8,95800,1,1200,0,34,1,5,3,45,5
